,regNo,photoUrl,officeName,address,officeRep,officePhone,dateStart,officeStatus,oSstartDate,oSendDate,officeType,insurance,memo
168,11140-2017-00042,,조인공인중개사사무소,서울특별시 중구 청계천로 318 1층 29호(신당동),안진연,02-2234-0078,2017.05.01,3,,,공인중개사,유,-
169,공92220000-1144,,좋은집공인중개사사무소,서울특별시 중구 다산로28길 14 1층(신당동),강윤자,02-2231-0555,2003.05.20,3,,,공인중개사,유,-
170,법92220000-44,,주식회사 플래너뱅크부동산중개법인,서울특별시 중구 다산로 90 명신빌딩 5층,박완수,02-2277-3939,2008.01.23,3,,,법인,유,-
171,11650-2016-00051-001,,주식회사패스트하우스부동산중개법인 분사무소,"서울특별시 중구 퇴계로88길 47 , 7층(신당동)",김병수,02-780-1888,2016.06.28,3,,,법인,무,-
172,11200-2015-00022,,중구일등공인중개사사무소,"서울특별시 중구 청계천로 334 1층 가-22호(신당동,청평화시장)",이영로,02-2237-2254,2015.02.17,3,,,공인중개사,유,-
173,11140-2017-00048,,중앙공인중개사사무소,서울특별시 중구 청구로 88 1층(신당동),김백진,02-2236-1102,2017.06.01,3,,,공인중개사,유,-
174,공92220000-2273,http://www.nsdi.go.kr/lxportal/zcms/nsdi/land/klisapiBrokerPhoto.html?sggCd=11140&photoNo=2926,중앙부동산공인중개사사무소,서울특별시 중구 퇴계로90길 12,박미숙,02-2233-0436,2014.01.07,3,,,공인중개사,유,-
175,가92220000-805,,중앙부동산중개인사무소,서울특별시 중구 다산로44길 43 (신당동),이종한,02-2234-6229,1987.09.25,3,,,중개인,유,-
176,9251-8460,http://www.nsdi.go.kr/lxportal/zcms/nsdi/land/klisapiBrokerPhoto.html?sggCd=11140&photoNo=3027,지상공인중개사사무소,"서울특별시 중구 다산로 32 상가5동 118호(신당동,남산타운)",전경택,02-2233-2237,2013.01.08,3,,,공인중개사,유,-
177,11140-2018-00069,,참조은공인중개사사무소,"서울특별시 중구 다산로 32 상가5동 120-4호(신당동, 남산타운)",안용희,02-2236-8114,2018.08.16,3,,,공인중개사,유,-
178,공92220000-1585,,천우사공인중개사사무소,서울특별시 중구 마장로 11 신한빌딩 503호,최우환,02-2238-9006,2006.11.29,3,,,공인중개사,유,-
179,11140-2016-00097,,청계컨설팅공인중개사사무소,서울특별시 중구 청계천로 334 1층 라-2호(신당동),안영순,-,2016.12.21,3,,,공인중개사,유,-
180,11140-2016-00006,,청구공인중개사사무소,서울특별시 중구 청구로4길 13,김학중,02-2272-8250~1,2016.01.12,3,,,공인중개사,유,-
181,92300000-2967,,청구대림공인중개사무소,서울특별시 중구 다산로36길 40,김미자,02-2252-9600,2007.12.17,3,,,공인중개사,유,-
182,11140-2016-00089,,청구래미안공인중개사사무소,"서울특별시 중구 청구로1길 23 상가1동 101호(신당동, 신당동삼성아파트)",문자영,-,2016.11.17,3,,,공인중개사,유,-
183,11140-2017-00091,,청구역부동산랜드공인중개사사무소,서울특별시 중구 다산로28길 22 104호(신당동),김정자,02-2252-5500,2017.10.30,3,,,공인중개사,유,-
184,공92220000-2282,http://www.nsdi.go.kr/lxportal/zcms/nsdi/land/klisapiBrokerPhoto.html?sggCd=11140&photoNo=2995,청솔공인중개사사무소,서울특별시 중구 청계천로 334 1층 가-31,정성훈,-,2014.01.29,3,,,공인중개사,유,-
185,공9222000-2055,,청일공인중개사사무소,서울특별시 중구 다산로 195,박인동,02-2236-5600,2011.05.18,3,,,공인중개사,유,-
186,공92220000-2076,,최고부동산공인중개사사무소,"서울특별시 중구 청계천로 318 나동 38호(신당동, 동평화의류상가)",지정환,-,2011.08.04,3,,,공인중개사,유,-
187,11140-2016-00020,,코리아공인중개사사무소,서울특별시 중구 퇴계로88길 56 (신당동),박경희,-,2016.03.02,3,,,공인중개사,유,-
188,공92220000-2356,,키다리아저씨공인중개사사무소,서울특별시 중구 다산로 111 한미빌딩 나동(신당동 361-24),박영진,02-2231-8383,2014.10.22,3,,,공인중개사,유,-
189,92260000-1546,,탑공인중개사사무소,서울특별시 중구 다산로33다길 38 1층 일부(신당동),신재춘,02-2238-2400,2007.02.05,3,,,공인중개사,유,-
190,11140-2017-00005,,탑부동산공인중개사사무소,"서울특별시 중구 청계천로 334 1층 가-12호(신당동, 청평화시장)",이영복,-,2017.01.12,3,,,공인중개사,유,-
191,공92220000-1494,,태양공인중개사사무소,서울특별시 중구 퇴계로88길 20,나은정,02-2256-4585,2006.01.26,3,,,공인중개사,유,-
192,11140-2016-00085,,토박이새마을부동산공인중개사사무소,서울특별시 중구 동호로10길 8 1층일부(4호),한영광,-,2016.11.02,3,,,공인중개사,유,-
193,92310000-2339,,특집공인중개사사무소,"서울특별시 중구 다산로36길 110 상가동 B103호(신당동, 신당푸르지오)",김경숙,02-2232-4100,2009.10.06,3,,,공인중개사,유,-
194,가92220000-587,,파라다이스부동산중개인사무소,서울특별시 중구 다산로42나길 46 파라다이스아파트 상가 103호,이신자,02-2237-0044,1986.05.31,3,,,중개인,유,-
195,11140-2016-00101,,파워공인중개사사무소,서울특별시 중구 퇴계로90길 16 1층(신당동),가재호,02-2231-8945,2016.12.30,3,,,공인중개사,유,-
196,11140-2019-00013,,파크공인중개사사무소,서울특별시 중구 청구로1길 23 상가2동 102호,유순심,02-2233-8946,2019.02.20,3,,,공인중개사,유,-
197,공92220000-1965,,파트너공인중개사사무소,서울특별시 중구 다산로29길 58,이영도,-,2010.05.11,3,,,공인중개사,유,-
198,공92220000-1255,,평화공인중개사사무소,서울특별시 중구 다산로 32 남산타운 5상가 126호(약수동),김상필,02-2256-7732~3,2004.03.18,3,,,공인중개사,유,-
199,공92220000-2167,,평화공인중개사사무소,서울특별시 중구 마장로1길 25 수협은행 309호,조주현,-,2012.07.11,3,,,공인중개사,유,-
200,공92220000-2310,,평화공인중개사사무소,서울특별시 중구 동호로10길 40 1층(신당동 347-352),김종철,-,2014.04.21,3,,,공인중개사,유,-
201,가92220000-806,,평화부동산중개인사무소,서울특별시 중구 청계천로 318 동평화시장신관3층1호,김만근,02-2231-6144,1987.10.05,3,,,중개인,유,-
202,법92220000-36,,피알이에스부동산중개(주),서울특별시 중구 다산로 32 남산타운 5상가 310호,김병석,02-2256-8652,2003.06.04,3,,,법인,유,-
203,공92220000-1985,,하나공인중개사사무소,서울특별시 중구 다산로28길 29 (신당동) ,안준식,02-2233-7578,2010.07.29,2,2019.04.01,2019.09.30,,,
204,나92220000-801,,하나부동산중개인사무소,서울특별시 중구 청계천로 334 청평화상가 1층 특가 29호(신당동 217-91),최상윤,02-2267-2339,2001.03.27,3,,,중개인,유,-
205,11140-2018-00040,,하늘부동산공인중개사사무소,서울특별시 중구 퇴계로86길 31 1층 일부(신당동),이정심,02-2231-6665,2018.04.23,3,,,공인중개사,유,-
206,공92220000-1463,,한빛부동산공인중개사사무소,서울특별시 중구 동호로 171 (신당동),남미희,02-2233-1777,2005.10.26,3,,,공인중개사,유,-
207,공92220000-1493,,한빛부동산공인중개사사무소,서울특별시 중구 다산로 145-1,윤호진,2254-4800,2006.01.26,3,,,공인중개사,유,-
208,11140-2017-00079,,한솔공인중개사사무소,서울특별시 중구 동호로20길 90 101호(신당동),성낙화,-,2017.09.18,3,,,공인중개사,유,-
209,공92220000-2118,,한스부동산공인중개사사무소,서울특별시 중구 다산로14길 17 한스아파트 상가1층,남용우,02-2233-3898,2011.12.27,3,,,공인중개사,유,-
210,11140-2018-00066,,한아름공인중개사사무소,"서울특별시 중구 다산로 32 상가6동 107-1호(신당동, 남산타운)",최영애,02-2233-4900,2018.08.01,3,,,공인중개사,유,-
211,11140-2018-00032,,한양공인중개사사무소,서울특별시 중구 퇴계로 352-1 1층일부(신당동),이나경,-,2018.04.04,3,,,공인중개사,유,-
212,공92220000-367,,한양공인중개사사무소,서울특별시 중구 다산로29길 16,박경미,02-2238-6441,1991.02.01,3,,,공인중개사,유,-
213,나92220000-402,,한일부동산중개인사무소,서울특별시 중구 마장로 13 신한빌딩 401호,홍영자,02-2234-5864,1984.05.28,3,,,중개인,유,-
214,나92220000-500,,한일부동산중개인사무소,서울특별시 중구 동호로12길 102,윤재규,02-2238-8322,1984.05.29,3,,,중개인,유,-
215,11140-2018-00073,,행운공인중개사사무소,"서울특별시 중구 청계천로 334 1층 가-25호(신당동, 청평화시장)",이학준,-,2018.09.03,3,,,공인중개사,유,-
216,11140-2019-00009,,행운공인중개사사무소,서울특별시 중구 청구로14길 45 1층,김은수,02-2253-8986,2019.02.11,3,,,공인중개사,유,-
217,공92220000-2291,http://www.nsdi.go.kr/lxportal/zcms/nsdi/land/klisapiBrokerPhoto.html?sggCd=11140&photoNo=3063,행운공인중개사사무소,"서울특별시 중구 청계천로 298 지층 라-23호(신당동,신평화상가)",이정욱,-,2014.03.13,3,,,공인중개사,유,-
218,공92220000-2153,,현대공인중개사사무소,서울특별시 중구 다산로 32 남산타운(아) 상가4동1층104호,최수봉,02-2256-9988,2012.05.03,3,,,공인중개사,유,-
219,공92220000-2210,,현대공인중개사사무소,서울특별시 중구 마장로 11,안광태,-,2013.01.08,3,,,공인중개사,유,-
220,11140-2018-00034,,현대부동산공인중개사사무소,서울특별시 중구 동호로 173 1층 제110호(신당동),김성환,02-2295-0101,2018.04.04,3,,,공인중개사,유,-
221,41273-2016-00138,,현대부동산공인중개사사무소,서울특별시 중구 다산로28길 62 1층 일부(신당동),박진석,02-2235-8200,2016.12.05,3,,,공인중개사,유,-
222,나92220000-331,,호림부동산중개인사무소,서울특별시 중구 청구로17길 74,박명동,02-2236-9191,1984.05.25,3,,,중개인,유,-
223,11140-2017-00094,,화신공인중개사사무소,서울특별시 중구 다산로 117 101호(신당동),고태호,02-2232-2779,2017.11.02,3,,,공인중개사,유,-
224,공92220000-1916,,황금공인중개사사무소,서울특별시 중구 다산로29길 15,임중기,02-2253-2244,2009.12.29,3,,,공인중개사,유,-
225,공92220000-2082,,효자부동산공인중개사사무소,서울특별시 중구 다산로 184,임바울,02-2234-5107,2011.08.29,3,,,공인중개사,유,-
226,11140-2015-00099,,희망공인중개사사무소,서울특별시 중구 청구로 95 1층(신당동),여옥영,-,2015.12.14,3,,,공인중개사,유,-
